Brand_ID,Brand_Name,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications
BRAND-3863,Brand_3863,France,2014,D,Hemp,Yes,89.68,1582574.69,75506.9,Yes,9,219.51,Stable,B Corp
BRAND-3864,Brand_3864,Japan,2022,D,Hemp,No,467.38,1810921.21,72222.6,Yes,9,381.28,Declining,Fair Trade
BRAND-3865,Brand_3865,Japan,2021,B,Tencel,No,6.61,1771892.01,11879.55,No,1,165.56,Declining,B Corp
BRAND-3866,Brand_3866,Japan,2023,D,Organic Cotton,Yes,277.08,1905050.44,6379.32,No,13,112.33,Growing,B Corp
BRAND-3867,Brand_3867,USA,2022,A,Hemp,Yes,232.5,3683534.38,68811.29,Yes,19,22.87,Growing,B Corp
BRAND-3868,Brand_3868,USA,2018,C,Vegan Leather,No,379.25,2483380.5,3485.45,Yes,13,304.45,Stable,Fair Trade
BRAND-3869,Brand_3869,USA,2017,B,Bamboo Fabric,Yes,435.22,443746.62,80294.61,Yes,6,154.14,Growing,OEKO-TEX
BRAND-3870,Brand_3870,Brazil,2023,A,Organic Cotton,Yes,495.91,4369325.31,92709.33,Yes,9,266.74,Stable,OEKO-TEX
BRAND-3871,Brand_3871,India,2012,C,Recycled Polyester,No,361.02,1118816.97,81964.33,No,7,53.04,Declining,B Corp
BRAND-3872,Brand_3872,China,2016,C,Tencel,Yes,364.87,3139593.63,52995.15,Yes,2,358.17,Growing,OEKO-TEX
BRAND-3873,Brand_3873,Brazil,2020,D,Vegan Leather,No,275.82,972376.39,85129.46,No,8,38.58,Declining,None
BRAND-3874,Brand_3874,Germany,2014,B,Vegan Leather,Yes,470.75,4948558.68,28128.1,Yes,12,109.74,Declining,None
BRAND-3875,Brand_3875,India,2012,B,Hemp,No,447.04,1314494.67,78168.68,No,4,272.96,Stable,GOTS
BRAND-3876,Brand_3876,France,2019,A,Vegan Leather,No,394.18,2770202.64,42857.12,No,3,32.62,Declining,B Corp
BRAND-3877,Brand_3877,Brazil,2010,C,Recycled Polyester,Yes,37.0,2306773.9,66041.8,Yes,7,490.89,Stable,B Corp
BRAND-3878,Brand_3878,Brazil,2018,B,Tencel,No,36.28,2653750.18,58256.49,Yes,1,467.5,Stable,None
BRAND-3879,Brand_3879,France,2011,D,Hemp,Yes,161.04,3969446.13,95196.91,Yes,10,48.28,Growing,OEKO-TEX
BRAND-3880,Brand_3880,Brazil,2018,A,Hemp,Yes,437.38,2580953.12,72557.57,Yes,8,148.95,Stable,B Corp
BRAND-3881,Brand_3881,USA,2024,D,Recycled Polyester,Yes,175.22,3057517.97,55178.23,Yes,14,69.97,Stable,OEKO-TEX
BRAND-3882,Brand_3882,Brazil,2010,A,Bamboo Fabric,No,416.26,3427213.81,97404.12,No,6,169.91,Declining,None
BRAND-3883,Brand_3883,Italy,2010,D,Hemp,Yes,84.04,2028077.8,68453.79,Yes,15,215.42,Stable,GOTS
BRAND-3884,Brand_3884,UK,2011,C,Vegan Leather,Yes,466.41,853123.24,73220.2,No,11,276.93,Declining,None
BRAND-3885,Brand_3885,UK,2014,D,Recycled Polyester,Yes,332.37,4618168.3,93059.42,No,12,354.14,Growing,None
BRAND-3886,Brand_3886,Japan,2012,B,Vegan Leather,No,243.86,1040100.2,51224.45,No,7,320.14,Declining,None
BRAND-3887,Brand_3887,Germany,2012,B,Bamboo Fabric,No,213.31,1873939.98,2093.24,No,16,108.87,Stable,Fair Trade
BRAND-3888,Brand_3888,China,2024,C,Bamboo Fabric,No,177.02,1331207.39,30901.56,Yes,16,277.63,Declining,OEKO-TEX
BRAND-3889,Brand_3889,China,2024,C,Tencel,Yes,294.42,543223.89,21739.7,Yes,13,138.1,Growing,Fair Trade
BRAND-3890,Brand_3890,Brazil,2011,B,Tencel,No,235.46,4144189.27,96889.7,Yes,19,138.81,Growing,GOTS
BRAND-3891,Brand_3891,China,2017,D,Tencel,Yes,222.08,213489.25,49558.6,Yes,6,271.91,Growing,B Corp
BRAND-3892,Brand_3892,China,2010,A,Recycled Polyester,Yes,464.58,639822.45,21527.31,No,9,197.84,Stable,GOTS
BRAND-3893,Brand_3893,France,2011,A,Hemp,Yes,311.16,2384713.23,12946.48,No,19,484.2,Stable,None
BRAND-3894,Brand_3894,India,2021,B,Hemp,No,84.21,4314555.11,72679.87,Yes,11,371.04,Declining,None
BRAND-3895,Brand_3895,France,2018,C,Tencel,Yes,268.06,756345.17,50659.6,No,4,301.43,Declining,GOTS
BRAND-3896,Brand_3896,Japan,2020,C,Recycled Polyester,Yes,26.23,4804645.48,17683.18,Yes,8,492.78,Growing,None
BRAND-3897,Brand_3897,Brazil,2017,D,Hemp,No,15.18,3039456.27,46861.37,Yes,6,298.08,Declining,Fair Trade
BRAND-3898,Brand_3898,Australia,2016,A,Recycled Polyester,Yes,458.08,1141248.19,50285.73,Yes,20,106.39,Declining,Fair Trade
BRAND-3899,Brand_3899,Australia,2016,D,Tencel,No,26.31,1727272.72,78858.7,No,1,289.46,Stable,GOTS
BRAND-3900,Brand_3900,China,2020,A,Vegan Leather,Yes,127.92,1382764.64,32038.76,Yes,14,330.27,Growing,GOTS
BRAND-3901,Brand_3901,UK,2014,A,Recycled Polyester,No,101.35,2108396.22,23201.81,No,13,54.74,Declining,GOTS
BRAND-3902,Brand_3902,USA,2017,D,Recycled Polyester,Yes,45.41,3120830.48,37068.83,No,7,478.83,Growing,Fair Trade
BRAND-3903,Brand_3903,Italy,2014,B,Recycled Polyester,Yes,163.73,1542250.26,3125.46,Yes,1,268.63,Growing,OEKO-TEX
BRAND-3904,Brand_3904,USA,2015,D,Organic Cotton,No,323.05,55107.72,3093.61,Yes,2,499.54,Growing,B Corp
BRAND-3905,Brand_3905,France,2018,B,Recycled Polyester,Yes,118.39,4165873.63,15229.64,No,14,254.47,Stable,None
BRAND-3906,Brand_3906,Italy,2016,C,Vegan Leather,Yes,5.46,3346617.46,96381.62,No,11,187.04,Growing,B Corp
BRAND-3907,Brand_3907,Brazil,2018,D,Recycled Polyester,No,198.55,791842.94,15675.87,No,12,195.39,Stable,GOTS
BRAND-3908,Brand_3908,Japan,2014,B,Recycled Polyester,Yes,471.41,1102586.75,63820.95,No,11,446.3,Stable,None
BRAND-3909,Brand_3909,France,2020,C,Recycled Polyester,No,439.74,4821841.03,8691.64,No,1,54.44,Declining,Fair Trade
BRAND-3910,Brand_3910,Brazil,2024,C,Hemp,No,96.62,3078933.42,35833.56,No,1,382.24,Stable,OEKO-TEX
BRAND-3911,Brand_3911,Australia,2014,C,Hemp,Yes,14.35,4999596.61,73490.01,Yes,9,35.33,Stable,GOTS
BRAND-3912,Brand_3912,France,2021,C,Bamboo Fabric,No,122.32,2447410.21,86840.81,Yes,5,46.21,Growing,B Corp
BRAND-3913,Brand_3913,Australia,2011,A,Bamboo Fabric,Yes,73.86,1915318.22,55289.67,No,2,357.44,Declining,GOTS
BRAND-3914,Brand_3914,USA,2021,A,Recycled Polyester,No,212.79,3955871.18,96193.35,No,19,220.75,Stable,None
BRAND-3915,Brand_3915,Brazil,2013,B,Hemp,Yes,248.54,3993108.77,54856.6,Yes,7,211.76,Stable,Fair Trade
BRAND-3916,Brand_3916,France,2012,A,Organic Cotton,Yes,105.34,2079658.83,46947.5,Yes,20,458.24,Declining,Fair Trade
BRAND-3917,Brand_3917,France,2011,B,Hemp,Yes,161.25,1104328.29,72555.93,No,19,258.11,Growing,GOTS
BRAND-3918,Brand_3918,India,2015,C,Vegan Leather,Yes,361.95,1953663.69,47718.24,No,19,414.76,Growing,None
BRAND-3919,Brand_3919,China,2013,A,Bamboo Fabric,No,59.1,3365068.96,92265.81,Yes,10,490.95,Stable,None
BRAND-3920,Brand_3920,Australia,2014,B,Tencel,Yes,467.56,1500647.34,1072.89,Yes,11,248.76,Declining,OEKO-TEX
BRAND-3921,Brand_3921,France,2020,A,Organic Cotton,Yes,408.21,274601.94,8666.12,Yes,7,217.73,Growing,OEKO-TEX
BRAND-3922,Brand_3922,France,2021,C,Organic Cotton,Yes,66.79,4344707.12,50470.95,No,17,98.29,Growing,OEKO-TEX
BRAND-3923,Brand_3923,Italy,2016,B,Bamboo Fabric,No,173.68,3083472.14,79157.98,Yes,4,467.29,Stable,Fair Trade
BRAND-3924,Brand_3924,Brazil,2020,B,Vegan Leather,Yes,478.87,4634301.87,32637.37,No,13,71.2,Stable,B Corp
BRAND-3925,Brand_3925,Australia,2010,C,Bamboo Fabric,Yes,80.11,2384221.64,62121.8,No,2,57.45,Growing,GOTS
BRAND-3926,Brand_3926,Japan,2010,A,Hemp,Yes,177.23,1243608.0,43481.57,Yes,17,136.58,Declining,GOTS
BRAND-3927,Brand_3927,India,2019,B,Vegan Leather,Yes,60.79,152347.5,81014.74,No,7,335.61,Growing,OEKO-TEX
BRAND-3928,Brand_3928,France,2024,C,Tencel,Yes,456.4,4803378.95,70392.89,No,1,393.0,Growing,GOTS
BRAND-3929,Brand_3929,Italy,2014,A,Bamboo Fabric,No,447.21,156758.31,36456.09,Yes,1,282.23,Declining,None
BRAND-3930,Brand_3930,USA,2013,B,Bamboo Fabric,Yes,355.28,3412659.71,86660.43,Yes,11,34.1,Stable,GOTS
BRAND-3931,Brand_3931,India,2017,C,Tencel,Yes,282.09,84156.7,20793.87,Yes,11,111.0,Declining,OEKO-TEX
BRAND-3932,Brand_3932,UK,2021,D,Bamboo Fabric,Yes,446.75,4959053.71,22115.25,No,8,97.63,Declining,OEKO-TEX
BRAND-3933,Brand_3933,China,2014,C,Recycled Polyester,Yes,95.79,4533228.12,98643.98,Yes,2,426.7,Stable,Fair Trade
BRAND-3934,Brand_3934,Australia,2011,C,Tencel,Yes,61.73,1838253.35,5274.55,Yes,18,211.09,Declining,OEKO-TEX
BRAND-3935,Brand_3935,Brazil,2011,D,Hemp,Yes,59.21,2199179.01,45237.52,Yes,20,137.45,Stable,B Corp
BRAND-3936,Brand_3936,USA,2012,B,Tencel,No,62.26,2815794.39,77033.52,No,2,116.7,Growing,Fair Trade
BRAND-3937,Brand_3937,India,2022,D,Vegan Leather,Yes,298.41,1149934.0,88979.96,Yes,20,278.34,Growing,None
BRAND-3938,Brand_3938,Australia,2011,B,Tencel,Yes,170.03,1959471.14,98153.57,Yes,5,135.36,Declining,Fair Trade
BRAND-3939,Brand_3939,Japan,2010,C,Tencel,Yes,116.17,1851270.75,70216.05,No,5,252.24,Stable,GOTS
BRAND-3940,Brand_3940,Italy,2019,C,Vegan Leather,No,205.19,3832341.57,15857.93,Yes,8,414.37,Declining,None
BRAND-3941,Brand_3941,Japan,2022,C,Organic Cotton,Yes,335.09,403954.97,22828.03,No,8,436.43,Growing,Fair Trade
BRAND-3942,Brand_3942,Australia,2022,C,Recycled Polyester,Yes,352.06,3781964.01,25873.53,No,16,499.94,Declining,None
BRAND-3943,Brand_3943,India,2019,A,Tencel,Yes,298.51,4432919.57,54034.96,Yes,2,315.76,Stable,None
BRAND-3944,Brand_3944,USA,2023,D,Organic Cotton,Yes,263.76,1052684.41,56800.04,Yes,14,499.12,Declining,B Corp
BRAND-3945,Brand_3945,France,2016,C,Hemp,No,66.38,2180140.07,28023.29,Yes,2,324.2,Growing,Fair Trade
BRAND-3946,Brand_3946,Australia,2015,C,Bamboo Fabric,No,478.46,4125796.74,47858.2,Yes,13,455.73,Growing,None
BRAND-3947,Brand_3947,USA,2022,A,Hemp,No,142.27,1277053.8,71955.37,No,8,304.14,Growing,Fair Trade
BRAND-3948,Brand_3948,Brazil,2014,B,Hemp,Yes,169.59,857438.06,9969.21,Yes,14,423.33,Declining,OEKO-TEX
BRAND-3949,Brand_3949,Australia,2011,B,Hemp,Yes,227.29,3624003.9,80401.7,No,9,25.77,Declining,GOTS
BRAND-3950,Brand_3950,Japan,2010,A,Organic Cotton,No,45.18,883051.14,39911.61,No,2,470.02,Growing,B Corp
BRAND-3951,Brand_3951,China,2018,A,Organic Cotton,No,158.34,3027642.28,91258.57,No,3,350.97,Declining,OEKO-TEX
BRAND-3952,Brand_3952,Germany,2019,C,Vegan Leather,Yes,157.83,527586.55,39023.31,Yes,10,197.5,Stable,Fair Trade
BRAND-3953,Brand_3953,Italy,2017,A,Recycled Polyester,Yes,302.5,1088770.78,32956.67,Yes,15,54.1,Declining,None
BRAND-3954,Brand_3954,USA,2020,A,Hemp,No,133.14,316777.2,40506.12,Yes,9,273.81,Stable,OEKO-TEX
BRAND-3955,Brand_3955,India,2021,C,Bamboo Fabric,Yes,454.8,3186112.52,35869.4,Yes,4,445.39,Declining,OEKO-TEX
BRAND-3956,Brand_3956,China,2019,C,Tencel,Yes,330.82,3204103.7,43318.74,No,13,129.46,Declining,GOTS
BRAND-3957,Brand_3957,UK,2017,B,Tencel,Yes,250.1,3948861.65,79882.67,No,3,461.43,Growing,None
BRAND-3958,Brand_3958,France,2021,A,Tencel,No,76.41,2100054.76,56573.2,Yes,8,35.42,Growing,B Corp
BRAND-3959,Brand_3959,India,2017,B,Vegan Leather,Yes,425.64,3253899.56,56385.91,No,16,218.51,Growing,B Corp
BRAND-3960,Brand_3960,UK,2013,B,Recycled Polyester,Yes,38.15,496799.38,26523.2,Yes,19,243.95,Stable,B Corp
BRAND-3961,Brand_3961,Germany,2017,D,Tencel,Yes,48.87,3666230.95,28599.16,No,1,95.11,Declining,OEKO-TEX
BRAND-3962,Brand_3962,Italy,2023,A,Bamboo Fabric,Yes,456.7,1909324.84,18829.06,Yes,15,378.67,Stable,OEKO-TEX
BRAND-3963,Brand_3963,Italy,2014,C,Tencel,No,399.66,2534693.83,57713.64,Yes,17,244.93,Declining,OEKO-TEX
BRAND-3964,Brand_3964,Japan,2013,C,Recycled Polyester,No,36.3,2660985.48,14748.44,Yes,4,344.08,Growing,B Corp
BRAND-3965,Brand_3965,Australia,2020,D,Bamboo Fabric,No,493.81,2334763.49,51664.49,No,2,45.68,Stable,None
BRAND-3966,Brand_3966,India,2013,B,Vegan Leather,No,494.51,2129932.37,69499.56,No,7,386.71,Declining,B Corp
BRAND-3967,Brand_3967,UK,2017,B,Bamboo Fabric,No,330.09,364022.81,58777.67,Yes,18,78.53,Stable,OEKO-TEX
BRAND-3968,Brand_3968,UK,2010,D,Bamboo Fabric,Yes,257.09,3044361.94,87480.82,Yes,19,294.0,Stable,Fair Trade
BRAND-3969,Brand_3969,China,2010,D,Bamboo Fabric,No,491.21,3418774.82,83448.97,Yes,5,237.51,Stable,B Corp
BRAND-3970,Brand_3970,Germany,2014,A,Vegan Leather,No,197.69,4298857.39,8006.99,Yes,2,451.13,Declining,Fair Trade
BRAND-3971,Brand_3971,USA,2016,A,Organic Cotton,Yes,416.59,3159691.9,11869.16,No,13,354.2,Growing,GOTS
BRAND-3972,Brand_3972,Brazil,2023,A,Hemp,No,495.17,1607970.16,26882.94,Yes,12,187.34,Declining,None
BRAND-3973,Brand_3973,France,2020,B,Organic Cotton,No,432.45,2860191.43,22861.19,No,11,271.14,Declining,None
BRAND-3974,Brand_3974,Italy,2019,C,Bamboo Fabric,No,30.2,4703277.67,6453.84,Yes,3,181.29,Declining,B Corp
BRAND-3975,Brand_3975,Brazil,2017,D,Hemp,No,319.04,4395459.92,68241.68,Yes,11,275.95,Stable,B Corp
BRAND-3976,Brand_3976,UK,2019,C,Recycled Polyester,Yes,132.72,190700.82,80432.56,Yes,17,347.72,Declining,None
BRAND-3977,Brand_3977,China,2016,C,Tencel,No,362.03,4456694.36,76723.11,No,8,88.89,Growing,None
BRAND-3978,Brand_3978,Germany,2010,C,Bamboo Fabric,No,474.05,4492994.47,57966.92,No,7,487.64,Stable,B Corp
BRAND-3979,Brand_3979,UK,2012,C,Recycled Polyester,No,280.95,2802679.81,82581.25,Yes,13,57.25,Growing,Fair Trade
BRAND-3980,Brand_3980,USA,2023,A,Tencel,Yes,93.5,2698340.39,29907.57,Yes,11,133.05,Declining,B Corp
BRAND-3981,Brand_3981,USA,2017,B,Bamboo Fabric,No,124.97,4887751.39,32932.83,Yes,3,134.08,Declining,B Corp
BRAND-3982,Brand_3982,Japan,2024,A,Hemp,No,22.52,4532448.73,87285.74,Yes,2,301.36,Stable,OEKO-TEX
BRAND-3983,Brand_3983,USA,2012,D,Organic Cotton,No,424.32,2250885.67,13123.78,Yes,5,426.53,Stable,OEKO-TEX
BRAND-3984,Brand_3984,Germany,2014,C,Vegan Leather,Yes,131.63,3083790.49,29089.6,Yes,13,56.52,Growing,GOTS
BRAND-3985,Brand_3985,Germany,2012,A,Bamboo Fabric,Yes,305.99,2444686.06,45323.73,Yes,4,24.33,Declining,B Corp
BRAND-3986,Brand_3986,China,2017,B,Hemp,Yes,359.82,736217.82,4242.66,No,18,294.56,Declining,OEKO-TEX
BRAND-3987,Brand_3987,UK,2010,A,Recycled Polyester,Yes,135.32,2628168.15,37147.97,Yes,16,39.97,Growing,OEKO-TEX
BRAND-3988,Brand_3988,UK,2010,D,Recycled Polyester,No,261.11,2784792.63,59313.84,Yes,16,35.79,Stable,B Corp
BRAND-3989,Brand_3989,USA,2021,A,Vegan Leather,Yes,177.92,4096290.65,53094.66,Yes,5,70.06,Growing,OEKO-TEX
BRAND-3990,Brand_3990,India,2020,C,Bamboo Fabric,No,80.57,639890.74,89260.0,No,11,35.29,Declining,B Corp
BRAND-3991,Brand_3991,USA,2017,A,Organic Cotton,No,121.86,3822125.86,5030.71,Yes,15,266.01,Stable,OEKO-TEX
BRAND-3992,Brand_3992,Italy,2011,B,Bamboo Fabric,Yes,285.83,403044.1,99155.0,No,8,97.3,Growing,None
BRAND-3993,Brand_3993,Japan,2014,B,Vegan Leather,Yes,119.04,1635885.88,54712.0,Yes,6,271.27,Growing,OEKO-TEX
BRAND-3994,Brand_3994,UK,2021,A,Bamboo Fabric,Yes,119.5,3346363.74,35349.64,Yes,6,110.92,Declining,OEKO-TEX
BRAND-3995,Brand_3995,India,2018,D,Organic Cotton,No,338.55,1577226.31,84564.14,No,7,322.15,Declining,None
BRAND-3996,Brand_3996,China,2013,D,Vegan Leather,No,385.59,3269525.65,38107.4,No,11,386.16,Growing,Fair Trade
BRAND-3997,Brand_3997,Australia,2011,D,Vegan Leather,No,261.07,4303860.21,90449.4,Yes,1,377.62,Stable,GOTS
BRAND-3998,Brand_3998,France,2012,C,Tencel,Yes,297.32,445840.02,43768.64,No,6,120.78,Stable,GOTS
BRAND-3999,Brand_3999,China,2023,A,Organic Cotton,Yes,337.06,3595065.17,87883.95,Yes,17,384.65,Declining,OEKO-TEX
BRAND-4000,Brand_4000,UK,2024,B,Vegan Leather,Yes,403.47,370363.61,2343.65,No,13,259.2,Stable,Fair Trade
BRAND-4001,Brand_4001,Germany,2019,D,Vegan Leather,No,121.44,2100593.06,71893.61,Yes,4,105.28,Stable,GOTS
BRAND-4002,Brand_4002,Brazil,2024,A,Hemp,No,499.76,3899782.77,31904.95,Yes,8,338.72,Stable,Fair Trade
BRAND-4003,Brand_4003,Germany,2020,B,Organic Cotton,No,106.31,1964048.81,74060.08,Yes,16,480.32,Growing,B Corp
BRAND-4004,Brand_4004,Australia,2010,A,Bamboo Fabric,Yes,102.77,2455163.46,87343.1,No,4,349.64,Declining,None
BRAND-4005,Brand_4005,Italy,2017,C,Organic Cotton,No,213.86,4058746.08,38782.43,Yes,12,418.7,Growing,Fair Trade
BRAND-4006,Brand_4006,Japan,2015,D,Tencel,Yes,481.88,3002520.22,91606.69,Yes,2,232.14,Declining,GOTS
BRAND-4007,Brand_4007,USA,2020,C,Tencel,No,124.93,3826007.56,63298.5,Yes,11,155.53,Growing,None
BRAND-4008,Brand_4008,Japan,2020,B,Recycled Polyester,No,185.21,2705779.05,40748.51,No,9,50.49,Growing,OEKO-TEX
BRAND-4009,Brand_4009,Australia,2018,A,Recycled Polyester,Yes,139.18,942504.97,94879.85,Yes,18,280.99,Stable,None
BRAND-4010,Brand_4010,Italy,2013,B,Hemp,Yes,365.81,2593449.6,32425.68,Yes,6,480.32,Growing,GOTS
BRAND-4011,Brand_4011,France,2023,C,Bamboo Fabric,No,495.17,1832256.3,3572.2,Yes,2,369.96,Growing,GOTS
BRAND-4012,Brand_4012,Italy,2011,C,Hemp,No,31.7,770407.73,37076.62,Yes,7,483.25,Declining,GOTS
BRAND-4013,Brand_4013,Japan,2012,A,Hemp,No,202.1,3254108.45,94204.06,No,10,335.28,Declining,OEKO-TEX
BRAND-4014,Brand_4014,France,2022,A,Hemp,No,210.41,902691.73,48774.01,Yes,3,199.56,Growing,GOTS
BRAND-4015,Brand_4015,China,2013,A,Tencel,No,333.75,1448830.56,1133.21,Yes,18,27.75,Declining,OEKO-TEX
BRAND-4016,Brand_4016,China,2012,A,Organic Cotton,Yes,243.59,1685809.03,57866.11,No,1,96.73,Declining,None
BRAND-4017,Brand_4017,India,2019,A,Organic Cotton,Yes,228.95,2161060.7,68410.02,No,7,193.83,Stable,OEKO-TEX
BRAND-4018,Brand_4018,France,2016,D,Organic Cotton,No,229.71,4128667.53,95723.21,Yes,3,438.26,Declining,None
BRAND-4019,Brand_4019,France,2021,B,Tencel,No,127.81,2864011.97,61456.86,Yes,3,62.41,Declining,None
BRAND-4020,Brand_4020,UK,2022,B,Recycled Polyester,No,249.95,2777882.7,87999.73,Yes,1,249.31,Growing,OEKO-TEX
BRAND-4021,Brand_4021,UK,2022,B,Hemp,No,441.31,2758050.93,92501.48,Yes,7,73.03,Stable,Fair Trade
BRAND-4022,Brand_4022,Japan,2019,C,Tencel,Yes,360.75,2343635.39,10003.57,No,18,41.74,Stable,GOTS
BRAND-4023,Brand_4023,Germany,2024,D,Hemp,Yes,366.44,393337.72,29481.04,No,8,399.54,Declining,None
BRAND-4024,Brand_4024,Japan,2021,D,Vegan Leather,No,460.0,739416.45,88366.04,Yes,17,223.93,Declining,GOTS
BRAND-4025,Brand_4025,UK,2023,D,Organic Cotton,Yes,444.74,4148304.46,26637.61,Yes,5,163.35,Declining,B Corp
BRAND-4026,Brand_4026,Italy,2018,A,Hemp,Yes,417.6,2678283.82,20373.22,Yes,17,484.79,Stable,Fair Trade
BRAND-4027,Brand_4027,Italy,2023,B,Hemp,Yes,195.89,3556727.38,17458.77,Yes,10,42.33,Growing,B Corp
BRAND-4028,Brand_4028,India,2022,D,Recycled Polyester,No,218.3,1339658.66,80624.59,No,4,295.51,Declining,None
BRAND-4029,Brand_4029,Japan,2012,A,Organic Cotton,Yes,238.93,1572634.33,3792.87,Yes,14,252.79,Stable,None
BRAND-4030,Brand_4030,Italy,2024,D,Vegan Leather,Yes,340.11,488295.58,13990.8,Yes,10,208.14,Declining,Fair Trade
BRAND-4031,Brand_4031,USA,2012,C,Organic Cotton,No,338.39,4419565.48,65466.54,Yes,4,426.04,Declining,GOTS
BRAND-4032,Brand_4032,India,2010,A,Hemp,Yes,422.23,197343.7,21621.54,Yes,10,244.03,Stable,OEKO-TEX
BRAND-4033,Brand_4033,Germany,2017,B,Vegan Leather,Yes,263.09,1200766.76,31313.18,Yes,18,254.66,Declining,OEKO-TEX
BRAND-4034,Brand_4034,USA,2018,D,Vegan Leather,No,127.37,4885443.73,60745.38,Yes,20,474.68,Growing,None
BRAND-4035,Brand_4035,USA,2011,C,Hemp,Yes,269.44,146585.39,84488.51,No,13,343.56,Growing,None
BRAND-4036,Brand_4036,Italy,2023,B,Recycled Polyester,No,52.31,3990137.03,12339.17,No,11,473.92,Declining,OEKO-TEX
BRAND-4037,Brand_4037,Japan,2013,D,Recycled Polyester,Yes,187.48,2654914.39,15190.62,Yes,7,350.47,Stable,OEKO-TEX
BRAND-4038,Brand_4038,Italy,2021,C,Vegan Leather,Yes,225.35,2324475.34,50295.94,No,13,155.48,Stable,Fair Trade
BRAND-4039,Brand_4039,Japan,2023,D,Organic Cotton,Yes,134.99,3448357.31,92483.19,No,5,29.67,Growing,OEKO-TEX
BRAND-4040,Brand_4040,Italy,2024,C,Recycled Polyester,Yes,32.34,3451259.67,93074.92,Yes,5,185.08,Stable,GOTS
BRAND-4041,Brand_4041,USA,2014,C,Hemp,No,86.92,4172175.45,43996.85,Yes,10,49.52,Stable,Fair Trade
BRAND-4042,Brand_4042,Japan,2017,B,Organic Cotton,Yes,387.99,3687398.05,42948.68,Yes,11,429.49,Declining,GOTS
BRAND-4043,Brand_4043,Australia,2015,D,Recycled Polyester,Yes,10.86,4618654.74,56707.07,Yes,13,358.25,Growing,B Corp
BRAND-4044,Brand_4044,UK,2023,A,Bamboo Fabric,Yes,398.2,4035436.5,62858.36,Yes,3,192.11,Stable,GOTS
BRAND-4045,Brand_4045,France,2010,B,Recycled Polyester,Yes,200.83,370189.22,45346.19,Yes,8,148.02,Growing,None
BRAND-4046,Brand_4046,China,2024,B,Bamboo Fabric,Yes,365.05,716309.13,90154.36,No,17,58.39,Growing,GOTS
BRAND-4047,Brand_4047,Brazil,2011,A,Hemp,No,196.11,1179748.29,9951.26,Yes,4,349.78,Declining,None
BRAND-4048,Brand_4048,China,2023,A,Vegan Leather,No,468.95,1824387.85,69841.17,No,10,406.31,Declining,GOTS
BRAND-4049,Brand_4049,China,2013,D,Vegan Leather,Yes,433.24,519751.82,70989.76,Yes,6,412.76,Declining,B Corp
BRAND-4050,Brand_4050,Brazil,2011,A,Bamboo Fabric,No,162.67,2461334.08,94840.87,Yes,19,462.41,Stable,Fair Trade
BRAND-4051,Brand_4051,Japan,2010,D,Bamboo Fabric,Yes,493.52,3587870.47,73337.42,No,4,308.81,Declining,Fair Trade
BRAND-4052,Brand_4052,Brazil,2020,C,Recycled Polyester,No,441.68,1741289.11,73134.41,Yes,15,53.12,Declining,OEKO-TEX
BRAND-4053,Brand_4053,France,2016,A,Hemp,Yes,480.77,2436645.82,60263.43,No,17,172.36,Declining,GOTS
BRAND-4054,Brand_4054,Italy,2024,B,Bamboo Fabric,No,368.71,3068642.69,15793.2,Yes,11,68.14,Stable,OEKO-TEX
BRAND-4055,Brand_4055,Brazil,2010,C,Tencel,Yes,148.32,3743876.36,34338.23,No,18,287.38,Growing,GOTS
BRAND-4056,Brand_4056,Italy,2020,A,Hemp,Yes,91.38,84770.31,48001.72,No,20,61.39,Stable,GOTS
BRAND-4057,Brand_4057,Germany,2021,C,Tencel,No,260.13,2270215.52,45711.76,No,6,53.8,Declining,Fair Trade
BRAND-4058,Brand_4058,Australia,2024,A,Vegan Leather,No,462.21,3611219.58,89539.01,No,20,107.38,Growing,OEKO-TEX
BRAND-4059,Brand_4059,India,2017,D,Vegan Leather,No,18.3,2794841.04,53729.72,Yes,18,246.44,Declining,Fair Trade
BRAND-4060,Brand_4060,China,2014,C,Hemp,Yes,196.97,93941.39,46688.39,Yes,18,125.09,Stable,None
BRAND-4061,Brand_4061,Japan,2024,B,Hemp,No,206.0,4359070.42,17423.48,No,16,444.7,Stable,Fair Trade
BRAND-4062,Brand_4062,Australia,2014,D,Hemp,No,250.68,1178140.5,85950.75,No,1,113.96,Declining,Fair Trade
BRAND-4063,Brand_4063,Germany,2015,B,Hemp,Yes,452.21,2664209.84,85508.79,Yes,13,107.79,Stable,B Corp
BRAND-4064,Brand_4064,Australia,2018,C,Vegan Leather,Yes,12.19,3199298.23,25392.95,Yes,12,89.37,Growing,B Corp
BRAND-4065,Brand_4065,USA,2015,D,Hemp,Yes,387.3,2653595.73,13524.54,No,14,316.52,Growing,B Corp
BRAND-4066,Brand_4066,Australia,2010,D,Bamboo Fabric,No,203.34,499929.3,68164.37,No,6,395.34,Declining,Fair Trade
BRAND-4067,Brand_4067,France,2012,A,Tencel,No,300.86,1589558.68,39976.0,No,13,82.62,Growing,Fair Trade
